age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
23,Private,194723,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Local-gov,326064,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United-States,<=50K
17,?,34088,12th,8,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
26,Private,247006,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,<=50K
39,Self-emp-not-inc,194668,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K
47,Private,97419,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,40,United-States,<=50K
23,Private,346480,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
53,Private,424079,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
27,Private,167031,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,Female,0,0,33,United-States,<=50K
17,Self-emp-not-inc,36218,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
23,Private,186014,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
25,State-gov,260754,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,Private,199688,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
64,Private,119506,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
34,Private,591711,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,48,?,<=50K
50,Private,410186,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,29762,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
25,Self-emp-not-inc,176756,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,<=50K
55,Self-emp-not-inc,168625,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,12,United-States,>50K
63,Private,237620,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
19,Private,272063,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
30,Private,111567,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,<=50K
22,?,27937,Some-college,10,Never-married,?,Own-child,White,Male,0,0,36,United-States,<=50K
62,Private,213321,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
45,Local-gov,318280,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
48,Private,273828,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
26,Private,51961,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K
23,Private,228243,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
18,Private,218889,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
32,Private,317219,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1590,40,United-States,<=50K
51,Private,135190,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,30,United-States,<=50K
37,Private,280500,Some-college,10,Never-married,Tech-support,Own-child,Black,Female,0,0,40,United-States,<=50K
25,Private,190628,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Columbia,<=50K
24,Private,417668,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
34,Private,300687,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
46,Private,357338,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,26716,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,>50K
39,Private,140477,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,<=50K
45,Local-gov,203322,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
21,Private,417668,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
36,Private,348960,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
71,?,176986,HS-grad,9,Widowed,?,Unmarried,White,Male,0,0,24,United-States,<=50K
49,Private,169818,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,>50K
19,Private,163015,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
29,?,95108,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
70,Private,262345,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K
20,Self-emp-not-inc,217404,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
33,Federal-gov,207172,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,267252,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40,United-States,>50K
42,Private,33521,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
38,Private,234901,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
27,Private,321896,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,184801,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
65,Private,80174,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Female,1848,0,50,United-States,<=50K
21,Private,221955,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
33,Private,166961,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
29,Private,124680,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,13550,0,35,United-States,>50K
35,Private,197365,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,137876,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,20,United-States,<=50K
25,Private,176836,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
70,?,336007,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
23,Private,186666,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,292511,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
36,Private,416745,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,508891,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
43,Private,125461,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,55,United-States,>50K
52,Private,302847,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,218667,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
63,Private,28334,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
53,Self-emp-not-inc,100109,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
34,Local-gov,105540,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,40,United-States,<=50K
37,Self-emp-not-inc,245372,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,15,United-States,<=50K
59,Private,142182,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
52,Self-emp-not-inc,138611,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,United-States,>50K
61,Private,238913,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
24,Private,234640,HS-grad,9,Married-spouse-absent,Sales,Own-child,White,Female,0,0,36,United-States,<=50K
29,Private,241895,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
38,Private,35429,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,<=50K
31,Private,87535,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,<=50K
22,?,201179,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,254493,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
36,Private,176335,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,330132,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
23,Private,315065,Some-college,10,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
63,Federal-gov,39181,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,2559,60,United-States,>50K
19,Private,41745,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
39,?,240226,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,151053,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
52,Private,118025,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
20,Private,38001,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,234633,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
83,Self-emp-inc,240150,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,50,United-States,>50K
35,Private,31269,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,100651,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K
37,?,172256,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
37,Private,188503,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
49,Private,165513,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,152328,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,59107,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,4101,0,40,United-States,<=50K
31,Private,229636,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Mexico,<=50K
29,Federal-gov,37933,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,2174,0,40,United-States,<=50K
17,Private,108470,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,17,United-States,<=50K
39,Private,187847,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,<=50K
29,Private,341846,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
19,?,180976,10th,6,Never-married,?,Unmarried,White,Female,0,0,35,United-States,<=50K
30,Private,169841,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
46,Private,192208,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
20,Private,130959,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
56,Private,274475,9th,5,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
67,Private,335979,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,991,0,18,United-States,<=50K
21,?,180339,Some-college,10,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
53,Self-emp-not-inc,257126,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
53,Self-emp-not-inc,108815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
29,Private,205499,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,188972,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
50,Self-emp-not-inc,324506,HS-grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,48,South,<=50K
17,Private,53367,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
30,Private,366065,Some-college,10,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
39,Private,454915,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
31,Self-emp-not-inc,156890,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,19410,HS-grad,9,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,48,United-States,<=50K
52,Private,338816,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
29,Private,228860,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
45,Self-emp-not-inc,34446,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,102476,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,423250,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,45687,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,4787,0,50,United-States,>50K
57,Private,188872,5th-6th,3,Divorced,Transport-moving,Unmarried,White,Male,6497,0,40,United-States,<=50K
44,Private,403782,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
22,?,291547,5th-6th,3,Married-civ-spouse,?,Wife,Other,Female,0,0,40,Mexico,<=50K
28,Local-gov,207213,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,5,United-States,<=50K
58,Private,95835,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,36,United-States,<=50K
27,Private,38606,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1504,45,United-States,<=50K
26,Private,109080,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
53,?,29231,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
37,Private,34378,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
34,Private,340917,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,2829,0,50,?,<=50K
17,Private,354201,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,196707,Prof-school,15,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
63,Private,163708,9th,5,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
26,Private,378322,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,326232,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,2547,50,United-States,>50K
53,Private,158993,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,38,United-States,<=50K
33,Private,156192,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
33,Private,169879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States,>50K
20,Private,161978,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
19,Self-emp-not-inc,285263,9th,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Mexico,<=50K
77,Self-emp-not-inc,71676,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,1944,1,United-States,<=50K
33,Private,347623,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
40,Federal-gov,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
54,Private,457237,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,125591,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,Self-emp-inc,247383,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,135312,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
65,Self-emp-inc,66360,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,6418,0,35,United-States,>50K
59,Private,189664,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,136226,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
60,Self-emp-not-inc,35649,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,155509,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,16,Trinadad&Tobago,<=50K
28,Private,211184,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
43,Private,388725,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,107882,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,<=50K
36,Private,174938,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,0,0,20,United-States,<=50K
22,Self-emp-not-inc,199011,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,20,United-States,<=50K
48,Private,172709,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,Private,368561,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
38,Self-emp-not-inc,129573,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
44,Self-emp-not-inc,185057,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,3325,0,40,United-States,<=50K
39,Private,155961,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
46,Private,152249,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,35,Mexico,<=50K
28,Private,70034,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
20,Private,54152,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,?,<=50K
36,Private,103110,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,England,<=50K
27,Private,215955,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,United-States,<=50K
24,Private,88126,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,State-gov,186308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,110371,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
41,Self-emp-not-inc,229148,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,Jamaica,<=50K
26,Local-gov,192213,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Canada,<=50K
23,Private,33105,Some-college,10,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
30,Private,148524,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2057,40,United-States,<=50K
35,Private,82622,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Private,185041,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,>50K
41,Local-gov,343079,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,United-States,<=50K
77,Self-emp-inc,192230,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,180299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
21,?,188535,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,316868,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,<=50K
54,Self-emp-inc,162439,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,98,United-States,>50K
58,Local-gov,223214,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,295127,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19,?,194095,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
61,?,135285,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,2603,32,United-States,<=50K
56,Self-emp-not-inc,94156,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
42,Private,29393,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,139012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
22,Private,217363,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,282398,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
47,Private,191277,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
31,Private,509364,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,Mexico,<=50K
47,Local-gov,247676,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,United-States,<=50K
57,Self-emp-inc,257200,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27,Private,216858,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,<=50K
33,Private,110998,HS-grad,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,0,36,United-States,<=50K
39,Private,230467,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,1092,40,Germany,<=50K
39,Private,81487,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40,United-States,<=50K
34,Private,84119,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
59,Private,99248,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,140854,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
36,Self-emp-not-inc,118429,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,227551,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28,State-gov,38309,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,6849,0,40,United-States,<=50K
33,Private,226525,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
53,?,64322,7th-8th,4,Separated,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Local-gov,101517,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
33,Private,155343,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,>50K
21,State-gov,41183,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
19,Local-gov,354104,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
27,Private,190525,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
44,Private,268098,12th,8,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,36,United-States,<=50K
61,Private,176839,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
44,Private,198096,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
36,Private,215392,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
18,Never-worked,157131,11th,7,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
24,Private,239663,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
19,?,134974,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
21,Private,149809,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
39,Federal-gov,129573,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
57,Private,142714,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
22,State-gov,309348,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
21,Private,259510,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States,<=50K
17,State-gov,179319,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
43,Private,34007,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,134566,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,142766,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,1055,0,20,United-States,<=50K
33,?,192644,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,175232,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
54,Self-emp-inc,223752,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,?,>50K
33,Private,452924,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K
37,Private,95654,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,<=50K
38,Private,22245,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
53,Local-gov,181755,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,>50K
21,Private,253190,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,203542,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,256504,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,6,United-States,<=50K
51,Private,191659,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,65,United-States,>50K
50,Local-gov,133963,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,>50K
58,Self-emp-not-inc,131991,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,72,United-States,<=50K
35,Private,287548,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
